name,HOMFLY
11a_28,(2*v^(-4)-4*v^(-2)+3)+(3*v^(-4)-10*v^(-2)+7-2*v^2)*z^2+(v^(-4)-8*v^(-2)+9-3*v^2)*z^4+(-2*v^(-2)+5-v^2)*z^6+(1)*z^8
11a_29,(v^(-6)-v^(-4)+v^2)+(v^(-6)-3*v^(-4)-v^(-2)+1-v^2)*z^2+(-2*v^(-4)+v^(-2)+2-v^2)*z^4+(v^(-2)+1)*z^6
11a_30,(2-2*v^2+v^4)+(-v^(-4)+v^(-2)+2-4*v^2+v^4)*z^2+(2*v^(-2)-2*v^2+v^4)*z^4+(-1-v^2)*z^6
11a_31,(v^2+3*v^4-6*v^6+4*v^8-v^10)+(2*v^2+3*v^4-10*v^6+7*v^8-v^10)*z^2+(v^2-v^4-7*v^6+3*v^8)*z^4+(-v^4-2*v^6)*z^6
11a_32,(-v^2+6*v^4-5*v^6+v^8)+(-1-v^2+11*v^4-7*v^6+v^8)*z^2+(-1+v^2+7*v^4-3*v^6)*z^4+(v^2+2*v^4)*z^6
11a_33,(2*v^(-4)-6*v^(-2)+7-2*v^2)+(5*v^(-4)-15*v^(-2)+13-3*v^2)*z^2+(4*v^(-4)-14*v^(-2)+9-v^2)*z^4+(v^(-4)-6*v^(-2)+2)*z^6+(-v^(-2))*z^8
11a_34,(4-7*v^2+5*v^4-v^6)+(6-17*v^2+11*v^4-2*v^6)*z^2+(4-15*v^2+8*v^4-v^6)*z^4+(1-6*v^2+2*v^4)*z^6+(-v^2)*z^8
11a_35,(-3*v^(-2)+8-5*v^2+v^4)+(-6*v^(-2)+17-11*v^2+2*v^4)*z^2+(-4*v^(-2)+15-8*v^2+v^4)*z^4+(-v^(-2)+6-2*v^2)*z^6+(1)*z^8
11a_36,(-v^(-2)+2+v^2-v^4)+(v^(-4)-2*v^(-2)+1+3*v^2-v^4)*z^2+(v^(-4)-2*v^(-2)-1+2*v^2)*z^4+(-v^(-2)-1)*z^6
11a_37,(2*v^(-2)-1-3*v^2+4*v^4-v^6)+(2*v^(-2)-4-5*v^2+5*v^4-v^6)*z^2+(v^(-2)-3-3*v^2+2*v^4)*z^4+(-1-v^2)*z^6
11a_38,(2*v^(-4)-4*v^(-2)+2+2*v^2-v^4)+(2*v^(-4)-6*v^(-2)+1+3*v^2-v^4)*z^2+(v^(-4)-3*v^(-2)-1+2*v^2)*z^4+(-v^(-2)-1)*z^6
11a_39,(v^(-2)+1-5*v^2+6*v^4-2*v^6)+(2*v^(-2)-11*v^2+9*v^4-v^6)*z^2+(v^(-2)-2-8*v^2+3*v^4)*z^4+(-1-2*v^2)*z^6
11a_40,(-v^2+7*v^4-7*v^6+2*v^8)+(-4*v^2+16*v^4-13*v^6+3*v^8)*z^2+(-4*v^2+14*v^4-9*v^6+v^8)*z^4+(-v^2+6*v^4-2*v^6)*z^6+(v^4)*z^8
11a_41,(v^2+2*v^4-3*v^6+v^8)+(-1+2*v^2+3*v^4-4*v^6+v^8)*z^2+(-1+2*v^2+2*v^4-2*v^6)*z^4+(v^2+v^4)*z^6
11a_42,(v^(-2)-1+2*v^2-3*v^4+3*v^6-v^8)+(v^(-2)-3+3*v^2-5*v^4+3*v^6)*z^2+(-2+2*v^2-3*v^4)*z^4+(v^2)*z^6
11a_43,(v^6+7*v^8-12*v^10+6*v^12-v^14)+(3*v^6+16*v^8-17*v^10+4*v^12)*z^2+(3*v^6+12*v^8-6*v^10)*z^4+(v^6+3*v^8)*z^6
11a_44,(-5*v^(-2)+13-9*v^2+2*v^4)+(-7*v^(-2)+22-15*v^2+3*v^4)*z^2+(-4*v^(-2)+16-9*v^2+v^4)*z^4+(-v^(-2)+6-2*v^2)*z^6+(1)*z^8
11a_45,(v^(-2)+1-3*v^2+v^4+2*v^6-v^8)+(v^(-2)-5*v^2-v^4+3*v^6)*z^2+(-1-3*v^2-2*v^4)*z^4
11a_46,(-v^(-2)+1+4*v^2-4*v^4+v^6)+(-2*v^(-2)+3+5*v^2-5*v^4+v^6)*z^2+(-v^(-2)+3+3*v^2-2*v^4)*z^4+(1+v^2)*z^6
11a_47,(-5*v^(-2)+13-9*v^2+2*v^4)+(-7*v^(-2)+22-15*v^2+3*v^4)*z^2+(-4*v^(-2)+16-9*v^2+v^4)*z^4+(-v^(-2)+6-2*v^2)*z^6+(1)*z^8
11a_48,(-v^(-10)+v^(-8)+v^(-2))+(-v^(-10)+3*v^(-8)+v^(-6)-v^(-4)+2*v^(-2))*z^2+(2*v^(-8)-v^(-6)-2*v^(-4)+v^(-2))*z^4+(-v^(-6)-v^(-4))*z^6
11a_49,(2*v^2-4*v^6+5*v^8-2*v^10)+(3*v^2-8*v^6+8*v^8-v^10)*z^2+(v^2-2*v^4-7*v^6+3*v^8)*z^4+(-v^4-2*v^6)*z^6
11a_50,(1-v^6+2*v^8-v^10)+(1-v^4-2*v^6+3*v^8)*z^2+(-v^2-2*v^4-2*v^6)*z^4
11a_51,(-v^(-8)+2*v^(-6)-2*v^(-4)+3*v^(-2)-2+v^2)+(3*v^(-6)-4*v^(-4)+4*v^(-2)-3+v^2)*z^2+(-3*v^(-4)+2*v^(-2)-2)*z^4+(v^(-2))*z^6
11a_52,(-v^(-4)+2*v^(-2)-1+2*v^2-v^4)+(-v^(-4)+3*v^(-2)-1+v^2)*z^2+(2*v^(-2)-1-v^2+v^4)*z^4+(-1-v^2)*z^6
11a_53,(v^(-8)-2*v^(-6)+2*v^(-2))+(3*v^(-8)-8*v^(-6)+5*v^(-4))*z^2+(v^(-8)-8*v^(-6)+8*v^(-4)-3*v^(-2))*z^4+(-2*v^(-6)+5*v^(-4)-v^(-2))*z^6+(v^(-4))*z^8
11a_54,(v^(-8)-2*v^(-6)+v^(-4)+1)+(v^(-8)-3*v^(-6)+v^(-4))*z^2+(-2*v^(-6)+v^(-4)+v^(-2)-1)*z^4+(v^(-4)+v^(-2))*z^6
11a_55,(v^(-4)-5*v^(-2)+8-3*v^2)+(4*v^(-4)-13*v^(-2)+15-4*v^2)*z^2+(4*v^(-4)-13*v^(-2)+10-v^2)*z^4+(v^(-4)-6*v^(-2)+2)*z^6+(-v^(-2))*z^8
11a_56,(v^(-4)-3*v^(-2)+3+v^2-v^4)+(2*v^(-4)-5*v^(-2)+2+3*v^2-v^4)*z^2+(v^(-4)-3*v^(-2)-1+2*v^2)*z^4+(-v^(-2)-1)*z^6
11a_57,(3*v^(-4)-10*v^(-2)+12-4*v^2)+(6*v^(-4)-19*v^(-2)+18-4*v^2)*z^2+(4*v^(-4)-15*v^(-2)+10-v^2)*z^4+(v^(-4)-6*v^(-2)+2)*z^6+(-v^(-2))*z^8
11a_58,(v^(-4)-v^(-2)-2+5*v^2-2*v^4)+(2*v^(-4)-3*v^(-2)-4+6*v^2-v^4)*z^2+(v^(-4)-3*v^(-2)-3+2*v^2)*z^4+(-v^(-2)-1)*z^6
11a_59,(v^(-4)-v^(-2)+2*v^4-v^6)+(v^(-4)-2*v^(-2)-1-v^2+2*v^4)*z^2+(-v^(-2)-1-v^2)*z^4
11a_60,(v^2+2*v^4-5*v^6+5*v^8-2*v^10)+(3*v^2+2*v^4-10*v^6+9*v^8-v^10)*z^2+(v^2-2*v^4-8*v^6+3*v^8)*z^4+(-v^4-2*v^6)*z^6
11a_61,(2*v^2-v^4-v^6+2*v^8-v^10)+(1+2*v^2-3*v^4-v^6+3*v^8)*z^2+(-v^2-3*v^4-2*v^6)*z^4
11a_62,(-3*v^(-10)+6*v^(-8)-5*v^(-6)+3*v^(-4))+(-4*v^(-10)+14*v^(-8)-11*v^(-6)+7*v^(-4))*z^2+(-v^(-10)+10*v^(-8)-12*v^(-6)+5*v^(-4))*z^4+(2*v^(-8)-6*v^(-6)+v^(-4))*z^6+(-v^(-6))*z^8
11a_63,(-2*v^(-10)+3*v^(-8)-v^(-6)+v^(-2))+(-v^(-10)+5*v^(-8)-v^(-6)+2*v^(-2))*z^2+(2*v^(-8)-2*v^(-6)-2*v^(-4)+v^(-2))*z^4+(-v^(-6)-v^(-4))*z^6
11a_64,(-v^(-10)+3*v^(-6)-3*v^(-4)+2*v^(-2))+(-v^(-10)+3*v^(-8)+3*v^(-6)-4*v^(-4)+3*v^(-2))*z^2+(2*v^(-8)-v^(-6)-3*v^(-4)+v^(-2))*z^4+(-v^(-6)-v^(-4))*z^6
11a_65,(-v^(-10)+v^(-8)+v^(-4)-v^(-2)+1)+(2*v^(-8)+v^(-4)-v^(-2)+1)*z^2+(-v^(-6)-v^(-4)-v^(-2))*z^4
11a_66,(-2*v^(-6)+4*v^(-4)-2*v^(-2)+1)+(-3*v^(-6)+10*v^(-4)-7*v^(-2)+2)*z^2+(-v^(-6)+8*v^(-4)-9*v^(-2)+3)*z^4+(2*v^(-4)-5*v^(-2)+1)*z^6+(-v^(-2))*z^8
11a_67,(-v^(-6)+v^(-4)+2*v^(-2)-2+v^2)+(-v^(-6)+3*v^(-4)+v^(-2)-3+v^2)*z^2+(2*v^(-4)-v^(-2)-2+v^2)*z^4+(-v^(-2)-1)*z^6
11a_68,(-v^(-2)+2+v^2-v^4)+(-3*v^(-2)+8-4*v^2+v^4)*z^2+(-v^(-2)+8-8*v^2+3*v^4)*z^4+(2-5*v^2+v^4)*z^6+(-v^2)*z^8
11a_69,(-v^(-2)+3-v^2)+(-v^(-4)+v^(-2)+3-3*v^2+v^4)*z^2+(2*v^(-2)-2*v^2+v^4)*z^4+(-1-v^2)*z^6
11a_70,(v^(-2)-v^2+v^4)+(v^(-2)-2-2*v^2+v^4)*z^2+(-2+v^4-v^6)*z^4+(v^2+v^4)*z^6
11a_71,(1)+(3-7*v^2+5*v^4-v^6)*z^2+(3-10*v^2+6*v^4-v^6)*z^4+(1-5*v^2+2*v^4)*z^6+(-v^2)*z^8
11a_72,(-v^(-2)+2+v^2-v^4)+(-3*v^(-2)+8-4*v^2+v^4)*z^2+(-3*v^(-2)+10-6*v^2+v^4)*z^4+(-v^(-2)+5-2*v^2)*z^6+(1)*z^8
11a_73,(-v^(-4)+3*v^(-2)-2+v^2)+(v^(-4)-v^(-2))*z^2+(v^(-4)-5*v^(-2)+5-2*v^2)*z^4+(-2*v^(-2)+4-v^2)*z^6+(1)*z^8
11a_74,(4-7*v^2+5*v^4-v^6)+(4-15*v^2+13*v^4-4*v^6)*z^2+(1-10*v^2+13*v^4-4*v^6)*z^4+(-2*v^2+6*v^4-v^6)*z^6+(v^4)*z^8
11a_75,(2*v^(-2)-2+v^4)+(v^(-2)-5+3*v^4-2*v^6)*z^2+(-2+2*v^2+3*v^4-v^6)*z^4+(v^2+v^4)*z^6
11a_76,(v^(-4)-3*v^(-2)+4-v^2)+(2*v^(-4)-8*v^(-2)+9-3*v^2)*z^2+(v^(-4)-7*v^(-2)+10-3*v^2)*z^4+(-2*v^(-2)+5-v^2)*z^6+(1)*z^8
11a_77,(-v^(-4)+2*v^(-2))+(v^(-8)-2*v^(-6)+3*v^(-2)-1)*z^2+(-2*v^(-6)+v^(-4)+2*v^(-2)-1)*z^4+(v^(-4)+v^(-2))*z^6
11a_78,(v^(-2)-1+v^2)+(v^(-2)-3+2*v^4-v^6)*z^2+(-2+v^2+2*v^4-v^6)*z^4+(v^2+v^4)*z^6
11a_79,(-v^(-6)+3*v^(-4)-3*v^(-2)+2)+(-2*v^(-6)+8*v^(-4)-9*v^(-2)+3)*z^2+(-v^(-6)+7*v^(-4)-10*v^(-2)+3)*z^4+(2*v^(-4)-5*v^(-2)+1)*z^6+(-v^(-2))*z^8
11a_80,(v^(-4)-v^(-2)+v^2)+(2*v^(-4)-7*v^(-2)+5-2*v^2)*z^2+(v^(-4)-7*v^(-2)+9-3*v^2)*z^4+(-2*v^(-2)+5-v^2)*z^6+(1)*z^8
11a_81,(1)+(-2*v^(-2)+6-6*v^2+2*v^4)*z^2+(-v^(-2)+7-9*v^2+3*v^4)*z^4+(2-5*v^2+v^4)*z^6+(-v^2)*z^8
11a_82,(2*v^(-4)-6*v^(-2)+7-2*v^2)+(5*v^(-4)-15*v^(-2)+13-3*v^2)*z^2+(4*v^(-4)-14*v^(-2)+9-v^2)*z^4+(v^(-4)-6*v^(-2)+2)*z^6+(-v^(-2))*z^8
11a_83,(-2*v^2+8*v^4-6*v^6+v^8)+(-5*v^2+18*v^4-11*v^6+2*v^8)*z^2+(-4*v^2+15*v^4-8*v^6+v^8)*z^4+(-v^2+6*v^4-2*v^6)*z^6+(v^4)*z^8
11a_84,(v^(-4)-v^(-2)-1+3*v^2-v^4)+(2*v^(-4)-4*v^(-2)-2+4*v^2-v^4)*z^2+(v^(-4)-3*v^(-2)-2+2*v^2)*z^4+(-v^(-2)-1)*z^6
11a_85,(-1+3*v^2-v^6)+(-2+5*v^2+2*v^4-3*v^6+v^8)*z^2+(-1+3*v^2+2*v^4-2*v^6)*z^4+(v^2+v^4)*z^6
11a_86,(-v^(-2)+5-5*v^2+2*v^4)+(-3*v^(-2)+12-15*v^2+5*v^4)*z^2+(-v^(-2)+9-14*v^2+4*v^4)*z^4+(2-6*v^2+v^4)*z^6+(-v^2)*z^8
11a_87,(3-4*v^2+2*v^4)+(-v^(-4)+2*v^(-2)+1-6*v^2+2*v^4)*z^2+(2*v^(-2)-1-3*v^2+v^4)*z^4+(-1-v^2)*z^6
11a_88,(2*v^(-4)-5*v^(-2)+5-v^2)+(3*v^(-4)-13*v^(-2)+14-5*v^2)*z^2+(v^(-4)-9*v^(-2)+14-4*v^2)*z^4+(-2*v^(-2)+6-v^2)*z^6+(1)*z^8
11a_89,(v^(-2)-v^2+v^4)+(v^(-2)-3-v^2+2*v^4-v^6)*z^2+(-2+v^2+2*v^4-v^6)*z^4+(v^2+v^4)*z^6
11a_90,(v^(-6)-v^(-4)-v^(-2)+2)+(v^(-6)-4*v^(-4)+3-2*v^2)*z^2+(-2*v^(-4)+2*v^(-2)+3-v^2)*z^4+(v^(-2)+1)*z^6
11a_91,(1)+(-v^(-4)+2*v^(-2)-2*v^2+v^4)*z^2+(2*v^(-2)-1-2*v^2+v^4)*z^4+(-1-v^2)*z^6
11a_92,(-3*v^(-6)+7*v^(-4)-5*v^(-2)+2)+(-3*v^(-6)+14*v^(-4)-14*v^(-2)+5)*z^2+(-v^(-6)+9*v^(-4)-14*v^(-2)+4)*z^4+(2*v^(-4)-6*v^(-2)+1)*z^6+(-v^(-2))*z^8
11a_93,(-v^(-6)+v^(-4)+2*v^(-2)-2+v^2)+(-v^(-6)+4*v^(-4)-4+2*v^2)*z^2+(2*v^(-4)-2*v^(-2)-3+v^2)*z^4+(-v^(-2)-1)*z^6
11a_94,(2*v^6+2*v^8-4*v^10+v^12)+(5*v^6+7*v^8-4*v^10-v^12)*z^2+(4*v^6+7*v^8+v^10-v^12)*z^4+(v^6+2*v^8+v^10)*z^6
11a_95,(v^4+v^6-v^10)+(2*v^4+3*v^6+2*v^8-v^12)*z^2+(v^4+2*v^6+2*v^8+v^10)*z^4
11a_96,(v^(-6)-2*v^(-4)+2*v^(-2)-1+v^2)+(-3*v^(-4)+4*v^(-2)-4+2*v^2-v^4)*z^2+(3*v^(-2)-2+2*v^2)*z^4+(-1)*z^6
11a_97,(2*v^(-4)-4*v^(-2)+3)+(v^(-4)-6*v^(-2)+3+2*v^2-2*v^4)*z^2+(-2*v^(-2)+3+3*v^2-v^4)*z^4+(1+v^2)*z^6
11a_98,(v^(-6)-v^(-4)+v^2)+(-2*v^(-4)-v^(-2)+1-v^4)*z^2+(v^(-2)+2+v^2)*z^4
11a_99,(3-4*v^2+2*v^4)+(-2*v^(-2)+7-10*v^2+3*v^4)*z^2+(-v^(-2)+7-10*v^2+3*v^4)*z^4+(2-5*v^2+v^4)*z^6+(-v^2)*z^8
11a_100,(v^2+2*v^4-3*v^6+v^8)+(2*v^2+2*v^4-7*v^6+5*v^8-v^10)*z^2+(v^2-v^4-6*v^6+3*v^8)*z^4+(-v^4-2*v^6)*z^6
11a_101,(v^2+v^4-v^6)+(-1+v^2+5*v^4-4*v^6+v^8)*z^2+(-1+v^2+5*v^4-3*v^6)*z^4+(v^2+2*v^4)*z^6
11a_102,(2*v^(-2)-1-3*v^2+4*v^4-v^6)+(v^(-2)-4-3*v^2+5*v^4-2*v^6)*z^2+(-2+v^2+3*v^4-v^6)*z^4+(v^2+v^4)*z^6
11a_103,(v^(-4)-1+v^4)+(-2*v^(-2)-2+v^2-v^6)*z^2+(1+2*v^2+v^4)*z^4
11a_104,(-v^(-4)+2*v^(-2))+(-v^(-4)+3*v^(-2)-2*v^2+v^4)*z^2+(2*v^(-2)-1-2*v^2+v^4)*z^4+(-1-v^2)*z^6
11a_105,(2*v^2-3*v^6+3*v^8-v^10)+(3*v^2-8*v^6+7*v^8-v^10)*z^2+(v^2-2*v^4-7*v^6+3*v^8)*z^4+(-v^4-2*v^6)*z^6
11a_106,(-2*v^(-2)+6-4*v^2+v^4)+(-5*v^(-2)+15-12*v^2+3*v^4)*z^2+(-4*v^(-2)+14-9*v^2+v^4)*z^4+(-v^(-2)+6-2*v^2)*z^6+(1)*z^8
11a_107,(-v^(-2)+4-3*v^2+v^4)+(-2*v^(-2)+5-2*v^2-2*v^4+v^6)*z^2+(-v^(-2)+3+v^2-2*v^4)*z^4+(1+v^2)*z^6
11a_108,(v^(-4)-4*v^(-2)+6-2*v^2)+(5*v^(-4)-14*v^(-2)+13-3*v^2)*z^2+(4*v^(-4)-14*v^(-2)+9-v^2)*z^4+(v^(-4)-6*v^(-2)+2)*z^6+(-v^(-2))*z^8
11a_109,(-3*v^(-2)+7-3*v^2)+(-6*v^(-2)+17-10*v^2+2*v^4)*z^2+(-4*v^(-2)+15-8*v^2+v^4)*z^4+(-v^(-2)+6-2*v^2)*z^6+(1)*z^8
11a_110,(v^(-4)-2*v^(-2)+1+2*v^2-v^4)+(2*v^(-4)-4*v^(-2)-1+4*v^2-v^4)*z^2+(v^(-4)-3*v^(-2)-2+2*v^2)*z^4+(-v^(-2)-1)*z^6
11a_111,(-v^(-2)+2+v^2-v^4)+(-2*v^(-2)+4+2*v^2-3*v^4+v^6)*z^2+(-v^(-2)+3+2*v^2-2*v^4)*z^4+(1+v^2)*z^6
11a_112,(2*v^(-4)-3*v^(-2)+1+v^2)+(3*v^(-4)-10*v^(-2)+6-2*v^2)*z^2+(v^(-4)-8*v^(-2)+9-3*v^2)*z^4+(-2*v^(-2)+5-v^2)*z^6+(1)*z^8
11a_113,(v^(-8)-3*v^(-6)+2*v^(-4)+v^(-2))+(3*v^(-8)-9*v^(-6)+8*v^(-4)-v^(-2))*z^2+(v^(-8)-8*v^(-6)+9*v^(-4)-3*v^(-2))*z^4+(-2*v^(-6)+5*v^(-4)-v^(-2))*z^6+(v^(-4))*z^8
11a_114,(4*v^4-4*v^6+v^8)+(-1+8*v^4-6*v^6+v^8)*z^2+(-1+v^2+6*v^4-3*v^6)*z^4+(v^2+2*v^4)*z^6
11a_115,(v^(-2)+1-4*v^2+4*v^4-v^6)+(2*v^(-2)-1-9*v^2+7*v^4-v^6)*z^2+(v^(-2)-2-7*v^2+3*v^4)*z^4+(-1-2*v^2)*z^6
11a_116,(v^2+2*v^4-4*v^6+3*v^8-v^10)+(2*v^2+2*v^4-7*v^6+6*v^8-v^10)*z^2+(v^2-v^4-6*v^6+3*v^8)*z^4+(-v^4-2*v^6)*z^6
11a_117,(v^2+v^6-v^8)+(2*v^2-v^4+v^6+2*v^8-v^10)*z^2+(v^2-2*v^4-v^6+2*v^8)*z^4+(-v^4-v^6)*z^6
11a_118,(2*v^(-2)-2-v^2+3*v^4-v^6)+(v^(-2)-5+4*v^4-2*v^6)*z^2+(-2+2*v^2+3*v^4-v^6)*z^4+(v^2+v^4)*z^6
11a_119,(v^(-4)-2+2*v^2)+(-2*v^(-2)-2+2*v^2-v^6)*z^2+(1+2*v^2+v^4)*z^4
11a_120,(-v^(-10)+2*v^(-6)-v^(-4)+v^(-2))+(-v^(-10)+3*v^(-8)+2*v^(-6)-v^(-4)+2*v^(-2))*z^2+(2*v^(-8)-v^(-6)-2*v^(-4)+v^(-2))*z^4+(-v^(-6)-v^(-4))*z^6
11a_121,(-v^(-8)+2*v^(-6)-2*v^(-4)+2*v^(-2))+(3*v^(-6)-4*v^(-4)+4*v^(-2)-2+v^2)*z^2+(-3*v^(-4)+2*v^(-2)-2)*z^4+(v^(-2))*z^6
11a_122,(v^(-8)-2*v^(-6)+2*v^(-2))+(v^(-8)-3*v^(-6)+3*v^(-2)-1)*z^2+(-2*v^(-6)+v^(-4)+2*v^(-2)-1)*z^4+(v^(-4)+v^(-2))*z^6
11a_123,(2*v^6+2*v^8-4*v^10+v^12)+(v^4+4*v^6+6*v^8-3*v^10-v^12)*z^2+(v^4+3*v^6+4*v^8+v^10)*z^4
11a_124,(v^6+5*v^8-7*v^10+2*v^12)+(3*v^6+13*v^8-9*v^10)*z^2+(3*v^6+11*v^8-v^10-v^12)*z^4+(v^6+3*v^8+v^10)*z^6
11a_125,(2-3*v^2+3*v^4-v^6)+(4-10*v^2+7*v^4-v^6)*z^2+(3-11*v^2+6*v^4-v^6)*z^4+(1-5*v^2+2*v^4)*z^6+(-v^2)*z^8
11a_126,(-4*v^(-2)+9-4*v^2)+(-7*v^(-2)+19-9*v^2+v^4)*z^2+(-4*v^(-2)+16-7*v^2+v^4)*z^4+(-v^(-2)+6-2*v^2)*z^6+(1)*z^8
11a_127,(4*v^4-4*v^6+v^8)+(-2*v^2+10*v^4-8*v^6+2*v^8)*z^2+(-3*v^2+10*v^4-7*v^6+v^8)*z^4+(-v^2+5*v^4-2*v^6)*z^6+(v^4)*z^8
11a_128,(v^(-6)-v^(-4)+v^(-2)-2+2*v^2)+(-3*v^(-4)+3*v^(-2)-5+2*v^2-v^4)*z^2+(3*v^(-2)-2+2*v^2)*z^4+(-1)*z^6
