name,HOMFLY
11a_129,(2*v^(-8)-5*v^(-6)+3*v^(-4)+v^(-2))+(3*v^(-8)-10*v^(-6)+8*v^(-4)-v^(-2))*z^2+(v^(-8)-8*v^(-6)+9*v^(-4)-3*v^(-2))*z^4+(-2*v^(-6)+5*v^(-4)-v^(-2))*z^6+(v^(-4))*z^8
11a_130,(v^(-8)-v^(-6)-2*v^(-4)+3*v^(-2))+(v^(-8)-3*v^(-6)-v^(-4)+3*v^(-2)-1)*z^2+(-2*v^(-6)+v^(-4)+2*v^(-2)-1)*z^4+(v^(-4)+v^(-2))*z^6
11a_131,(-2*v^(-6)+5*v^(-4)-4*v^(-2)+2)+(-3*v^(-6)+11*v^(-4)-10*v^(-2)+3)*z^2+(-v^(-6)+8*v^(-4)-10*v^(-2)+3)*z^4+(2*v^(-4)-5*v^(-2)+1)*z^6+(-v^(-2))*z^8
11a_132,(v^(-2)+1-4*v^2+4*v^4-v^6)+(v^(-2)-2-4*v^2+4*v^4-v^6)*z^2+(-2+2*v^4-v^6)*z^4+(v^2+v^4)*z^6
11a_133,(1+v^4-3*v^6+3*v^8-v^10)+(1-v^4-3*v^6+3*v^8)*z^2+(-v^2-2*v^4-2*v^6)*z^4
11a_134,(-1+2*v^2+3*v^4-4*v^6+v^8)+(-2+2*v^2+9*v^4-7*v^6+v^8)*z^2+(-1+2*v^2+7*v^4-3*v^6)*z^4+(v^2+2*v^4)*z^6
11a_135,(2*v^(-2)-3+2*v^2)+(-v^(-4)+2*v^(-2)-3)*z^2+(2*v^(-2)-1-v^2+v^4)*z^4+(-1-v^2)*z^6
11a_136,(-v^(-4)+2*v^(-2))+(v^(-8)-v^(-6)-v^(-4)+2*v^(-2))*z^2+(-2*v^(-6)+v^(-2)-1)*z^4+(v^(-4)+v^(-2))*z^6
11a_137,(v^(-6)-2*v^(-2)+1+v^2)+(v^(-6)-3*v^(-4)-2*v^(-2)+1-v^2)*z^2+(-2*v^(-4)+v^(-2)+2-v^2)*z^4+(v^(-2)+1)*z^6
11a_138,(1)+(-v^(-4)+v^(-2)+1-v^2)*z^2+(2*v^(-2)-v^2+v^4)*z^4+(-1-v^2)*z^6
11a_139,(2-4*v^2+5*v^4-2*v^6)+(5-14*v^2+13*v^4-3*v^6)*z^2+(4-14*v^2+9*v^4-v^6)*z^4+(1-6*v^2+2*v^4)*z^6+(-v^2)*z^8
11a_140,(2-2*v^2+2*v^6-v^8)+(3-5*v^2-2*v^4+5*v^6-v^8)*z^2+(1-4*v^2-3*v^4+2*v^6)*z^4+(-v^2-v^4)*z^6
11a_141,(v^(-6)-2*v^(-4)+2*v^(-2)-1+v^2)+(v^(-6)-4*v^(-4)+2*v^(-2)-v^2)*z^2+(-2*v^(-4)+2*v^(-2)+2-v^2)*z^4+(v^(-2)+1)*z^6
11a_142,(-3*v^(-10)+5*v^(-8)-3*v^(-6)+2*v^(-4))+(-4*v^(-10)+14*v^(-8)-10*v^(-6)+7*v^(-4))*z^2+(-v^(-10)+10*v^(-8)-12*v^(-6)+5*v^(-4))*z^4+(2*v^(-8)-6*v^(-6)+v^(-4))*z^6+(-v^(-6))*z^8
11a_143,(-2*v^(-10)+3*v^(-8)-2*v^(-6)+2*v^(-4))+(-v^(-10)+5*v^(-8)-v^(-6)+v^(-4)+2*v^(-2))*z^2+(2*v^(-8)-2*v^(-6)-2*v^(-4)+v^(-2))*z^4+(-v^(-6)-v^(-4))*z^6
11a_144,(-2*v^(-10)+2*v^(-8)+v^(-6)-v^(-4)+v^(-2))+(-v^(-10)+5*v^(-8)+v^(-6)-2*v^(-4)+3*v^(-2))*z^2+(2*v^(-8)-2*v^(-6)-3*v^(-4)+v^(-2))*z^4+(-v^(-6)-v^(-4))*z^6
11a_145,(-v^(-10)+2*v^(-6)-v^(-4)+v^(-2))+(2*v^(-8)+2*v^(-6)-v^(-4)+v^(-2)+1)*z^2+(-v^(-6)-2*v^(-4)-v^(-2))*z^4
11a_146,(-2*v^(-6)+3*v^(-4))+(-3*v^(-6)+10*v^(-4)-6*v^(-2)+2)*z^2+(-v^(-6)+8*v^(-4)-9*v^(-2)+3)*z^4+(2*v^(-4)-5*v^(-2)+1)*z^6+(-v^(-2))*z^8
11a_147,(1-2*v^2+4*v^4-2*v^6)+(3-8*v^2+9*v^4-2*v^6)*z^2+(3-10*v^2+7*v^4-v^6)*z^4+(1-5*v^2+2*v^4)*z^6+(-v^2)*z^8
11a_148,(2*v^2-3*v^6+3*v^8-v^10)+(1+2*v^2-2*v^4-4*v^6+4*v^8)*z^2+(-v^2-3*v^4-3*v^6)*z^4
11a_149,(v^(-2)-1+2*v^4-v^6)+(v^(-2)-3+3*v^4-v^6)*z^2+(-2+v^2+2*v^4-v^6)*z^4+(v^2+v^4)*z^6
11a_150,(-v^(-10)+v^(-8)-v^(-6)+2*v^(-4))+(-v^(-10)+3*v^(-8)+2*v^(-4)+v^(-2))*z^2+(2*v^(-8)-v^(-6)-v^(-4)+v^(-2))*z^4+(-v^(-6)-v^(-4))*z^6
11a_151,(-3*v^(-6)+5*v^(-4)-v^(-2))+(-3*v^(-6)+11*v^(-4)-6*v^(-2)+2)*z^2+(-v^(-6)+8*v^(-4)-9*v^(-2)+3)*z^4+(2*v^(-4)-5*v^(-2)+1)*z^6+(-v^(-2))*z^8
11a_152,(-v^(-6)+3*v^(-2)-1)+(-v^(-6)+3*v^(-4)+2*v^(-2)-2+v^2)*z^2+(2*v^(-4)-v^(-2)-2+v^2)*z^4+(-v^(-2)-1)*z^6
11a_153,(v^(-2)-2+v^2+3*v^4-2*v^6)+(2*v^(-2)-4+5*v^4-v^6)*z^2+(v^(-2)-3-2*v^2+2*v^4)*z^4+(-1-v^2)*z^6
11a_154,(v^(-2)-1+v^4+v^6-v^8)+(v^(-2)-1-2*v^2+v^4+2*v^6)*z^2+(-1-2*v^2-v^4)*z^4
11a_155,(v^(-8)-5*v^(-6)+6*v^(-4)-v^(-2))+(v^(-8)-6*v^(-6)+10*v^(-4)-2*v^(-2))*z^2+(-3*v^(-6)+6*v^(-4)-1)*z^4+(2*v^(-4)+v^(-2))*z^6
11a_156,(-4*v^(-6)+9*v^(-4)-6*v^(-2)+2)+(-4*v^(-6)+17*v^(-4)-15*v^(-2)+5)*z^2+(-v^(-6)+10*v^(-4)-14*v^(-2)+4)*z^4+(2*v^(-4)-6*v^(-2)+1)*z^6+(-v^(-2))*z^8
11a_157,(-3*v^(-6)+7*v^(-4)-5*v^(-2)+2)+(-3*v^(-6)+12*v^(-4)-10*v^(-2)+3)*z^2+(-v^(-6)+8*v^(-4)-10*v^(-2)+3)*z^4+(2*v^(-4)-5*v^(-2)+1)*z^6+(-v^(-2))*z^8
11a_158,(3*v^(-4)-7*v^(-2)+6-v^2)+(6*v^(-4)-17*v^(-2)+11-2*v^2)*z^2+(4*v^(-4)-15*v^(-2)+8-v^2)*z^4+(v^(-4)-6*v^(-2)+2)*z^6+(-v^(-2))*z^8
11a_159,(v^(-2)-1+v^2-v^4+2*v^6-v^8)+(v^(-2)-3+3*v^2-4*v^4+3*v^6)*z^2+(-2+2*v^2-3*v^4)*z^4+(v^2)*z^6
11a_160,(-v^(-2)+4-3*v^2+v^4)+(-3*v^(-2)+9-8*v^2+2*v^4)*z^2+(-3*v^(-2)+10-7*v^2+v^4)*z^4+(-v^(-2)+5-2*v^2)*z^6+(1)*z^8
11a_161,(-2*v^(-8)+3*v^(-6)+v^(-4)-3*v^(-2)+2)+(-v^(-8)+6*v^(-6)-v^(-4)-5*v^(-2)+3)*z^2+(2*v^(-6)-3*v^(-4)-4*v^(-2)+1)*z^4+(-v^(-4)-v^(-2))*z^6
11a_162,(-v^(-6)+v^(-4)+v^(-2))+(-2*v^(-6)+5*v^(-4)-v^(-2))*z^2+(-v^(-6)+6*v^(-4)-5*v^(-2)+2)*z^4+(2*v^(-4)-4*v^(-2)+1)*z^6+(-v^(-2))*z^8
11a_163,(-2*v^(-2)+5-2*v^2)+(-3*v^(-2)+10-7*v^2+2*v^4)*z^2+(-v^(-2)+8-9*v^2+3*v^4)*z^4+(2-5*v^2+v^4)*z^6+(-v^2)*z^8
11a_164,(v^(-4)-v^(-2)+v^2)+(2*v^(-4)-5*v^(-2)+1)*z^2+(v^(-4)-6*v^(-2)+5-2*v^2)*z^4+(-2*v^(-2)+4-v^2)*z^6+(1)*z^8
11a_165,(v^(-2)-3*v^2+5*v^4-2*v^6)+(2*v^(-2)-3-4*v^2+6*v^4-v^6)*z^2+(v^(-2)-3-3*v^2+2*v^4)*z^4+(-1-v^2)*z^6
11a_166,(v^(-2)-v^2+2*v^6-v^8)+(v^(-2)-1-3*v^2+2*v^6)*z^2+(-1-2*v^2-v^4)*z^4
11a_167,(-v^(-4)+3*v^(-2)-2+v^2)+(-v^(-4)+4*v^(-2)-3-v^2+v^4)*z^2+(2*v^(-2)-2-2*v^2+v^4)*z^4+(-1-v^2)*z^6
11a_168,(-v^(-4)+2*v^(-2))+(-v^(-4)+3*v^(-2)-2*v^2+v^4)*z^2+(2*v^(-2)-1-2*v^2+v^4)*z^4+(-1-v^2)*z^6
11a_169,(-v^(-6)+v^(-4)+v^(-2))+(-v^(-6)+3*v^(-4)+v^(-2)-2+v^2)*z^2+(2*v^(-4)-v^(-2)-2+v^2)*z^4+(-v^(-2)-1)*z^6
11a_170,(-v^(-2)+2+v^2-v^4)+(-4*v^(-2)+9-3*v^2)*z^2+(-3*v^(-2)+11-5*v^2+v^4)*z^4+(-v^(-2)+5-2*v^2)*z^6+(1)*z^8
11a_171,(-1+4*v^2-2*v^4)+(v^2+2*v^4-v^6)*z^2+(2-5*v^2+5*v^4-v^6)*z^4+(1-4*v^2+2*v^4)*z^6+(-v^2)*z^8
11a_172,(v^(-2)-2*v^2+3*v^4-v^6)+(v^(-2)-2-3*v^2+4*v^4-v^6)*z^2+(-2+2*v^4-v^6)*z^4+(v^2+v^4)*z^6
11a_173,(v^(-2)-2+v^2+3*v^4-2*v^6)+(v^(-2)-3+v^2+4*v^4-v^6)*z^2+(-2+v^2+2*v^4-v^6)*z^4+(v^2+v^4)*z^6
11a_174,(v^(-4)-3*v^(-2)+4-v^2)+(4*v^(-4)-12*v^(-2)+11-3*v^2)*z^2+(4*v^(-4)-13*v^(-2)+9-v^2)*z^4+(v^(-4)-6*v^(-2)+2)*z^6+(-v^(-2))*z^8
11a_175,(-2*v^(-2)+5-2*v^2)+(-5*v^(-2)+14-9*v^2+2*v^4)*z^2+(-4*v^(-2)+14-8*v^2+v^4)*z^4+(-v^(-2)+6-2*v^2)*z^6+(1)*z^8
11a_176,(2-3*v^2+3*v^4-v^6)+(5-13*v^2+10*v^4-2*v^6)*z^2+(4-14*v^2+8*v^4-v^6)*z^4+(1-6*v^2+2*v^4)*z^6+(-v^2)*z^8
11a_177,(-v^2+5*v^4-3*v^6)+(-4*v^2+15*v^4-9*v^6+2*v^8)*z^2+(-4*v^2+14*v^4-8*v^6+v^8)*z^4+(-v^2+6*v^4-2*v^6)*z^6+(v^4)*z^8
11a_178,(3*v^4-2*v^6)+(-1+2*v^2+4*v^4-3*v^6+v^8)*z^2+(-1+2*v^2+2*v^4-2*v^6)*z^4+(v^2+v^4)*z^6
11a_179,(3-4*v^2+2*v^4)+(4-13*v^2+10*v^4-3*v^6)*z^2+(1-10*v^2+12*v^4-4*v^6)*z^4+(-2*v^2+6*v^4-v^6)*z^6+(v^4)*z^8
11a_180,(2*v^(-4)-4*v^(-2)+3)+(3*v^(-4)-12*v^(-2)+11-4*v^2)*z^2+(v^(-4)-9*v^(-2)+13-4*v^2)*z^4+(-2*v^(-2)+6-v^2)*z^6+(1)*z^8
11a_181,(v^(-2)+1-3*v^2+2*v^4)+(v^(-2)-3-3*v^2+4*v^4-2*v^6)*z^2+(-2+v^2+3*v^4-v^6)*z^4+(v^2+v^4)*z^6
11a_182,(v^(-8)-4*v^(-6)+4*v^(-4))+(3*v^(-8)-11*v^(-6)+13*v^(-4)-3*v^(-2))*z^2+(v^(-8)-9*v^(-6)+13*v^(-4)-4*v^(-2))*z^4+(-2*v^(-6)+6*v^(-4)-v^(-2))*z^6+(v^(-4))*z^8
11a_183,(v^(-8)-3*v^(-6)+2*v^(-4)+v^(-2))+(v^(-8)-4*v^(-6)+3*v^(-4)+2*v^(-2)-1)*z^2+(-2*v^(-6)+2*v^(-4)+2*v^(-2)-1)*z^4+(v^(-4)+v^(-2))*z^6
11a_184,(-2*v^(-6)+4*v^(-4)-2*v^(-2)+1)+(-3*v^(-6)+12*v^(-4)-11*v^(-2)+4)*z^2+(-v^(-6)+9*v^(-4)-13*v^(-2)+4)*z^4+(2*v^(-4)-6*v^(-2)+1)*z^6+(-v^(-2))*z^8
11a_185,(-v^(-6)+2*v^(-4)-v^(-2)+1)+(-v^(-6)+4*v^(-4)-2*v^(-2)-1+v^2)*z^2+(2*v^(-4)-2*v^(-2)-2+v^2)*z^4+(-v^(-2)-1)*z^6
11a_186,(2*v^6+v^8-2*v^10)+(5*v^6+6*v^8-v^10-2*v^12)*z^2+(4*v^6+7*v^8+2*v^10-v^12)*z^4+(v^6+2*v^8+v^10)*z^6
11a_187,(v^(-4)-2*v^(-2)+2)+(2*v^(-4)-5*v^(-2)+1+2*v^2-v^4)*z^2+(v^(-4)-3*v^(-2)-1+2*v^2)*z^4+(-v^(-2)-1)*z^6
11a_188,(2*v^(-4)-3*v^(-2)+1+v^2)+(v^(-4)-6*v^(-2)+2+2*v^2-2*v^4)*z^2+(-2*v^(-2)+3+3*v^2-v^4)*z^4+(1+v^2)*z^6
11a_189,(v^(-4)-2*v^(-2)+2)+(2*v^(-4)-8*v^(-2)+8-3*v^2)*z^2+(v^(-4)-7*v^(-2)+10-3*v^2)*z^4+(-2*v^(-2)+5-v^2)*z^6+(1)*z^8
11a_190,(v^(-2)-2*v^2+3*v^4-v^6)+(2*v^(-2)-3-4*v^2+5*v^4-v^6)*z^2+(v^(-2)-3-3*v^2+2*v^4)*z^4+(-1-v^2)*z^6
11a_191,(v^6+3*v^8-3*v^10)+(4*v^6+9*v^8-2*v^10-2*v^12)*z^2+(4*v^6+8*v^8+2*v^10-v^12)*z^4+(v^6+2*v^8+v^10)*z^6
11a_192,(2*v^6+v^8-2*v^10)+(v^4+5*v^6+4*v^8-v^10-v^12)*z^2+(v^4+3*v^6+3*v^8+v^10)*z^4
11a_193,(v^(-8)-2*v^(-6)+2*v^(-2))+(v^(-8)-4*v^(-6)+v^(-4)+4*v^(-2)-2)*z^2+(-2*v^(-6)+2*v^(-4)+3*v^(-2)-1)*z^4+(v^(-4)+v^(-2))*z^6
11a_194,(2*v^(-8)-6*v^(-6)+5*v^(-4))+(3*v^(-8)-13*v^(-6)+15*v^(-4)-4*v^(-2))*z^2+(v^(-8)-9*v^(-6)+14*v^(-4)-4*v^(-2))*z^4+(-2*v^(-6)+6*v^(-4)-v^(-2))*z^6+(v^(-4))*z^8
11a_195,(v^(-8)-2*v^(-6)+v^(-4)+1)+(-2*v^(-6)+v^(-4)+1-v^2)*z^2+(v^(-4)+v^(-2)+1)*z^4
11a_196,(-v^(-6)+2*v^(-4)-v^(-2)+1)+(-2*v^(-6)+8*v^(-4)-8*v^(-2)+3)*z^2+(-v^(-6)+7*v^(-4)-10*v^(-2)+3)*z^4+(2*v^(-4)-5*v^(-2)+1)*z^6+(-v^(-2))*z^8
11a_197,(-1+2*v^2+2*v^4-2*v^6)+(-2+3*v^2+7*v^4-5*v^6+v^8)*z^2+(-1+2*v^2+6*v^4-3*v^6)*z^4+(v^2+2*v^4)*z^6
11a_198,(-v^(-2)+3-v^2)+(-2*v^(-2)+5-v^2-2*v^4+v^6)*z^2+(-v^(-2)+3+v^2-2*v^4)*z^4+(1+v^2)*z^6
11a_199,(v^(-6)-3*v^(-2)+3)+(v^(-6)-3*v^(-4)-3*v^(-2)+4-2*v^2)*z^2+(-2*v^(-4)+v^(-2)+3-v^2)*z^4+(v^(-2)+1)*z^6
11a_200,(v^4+2*v^8-2*v^10)+(2*v^4+2*v^6+5*v^8-v^10-v^12)*z^2+(v^4+2*v^6+3*v^8+v^10)*z^4
11a_201,(v^(-6)-2*v^(-2)+1+v^2)+(-2*v^(-4)-2*v^(-2)+1-v^4)*z^2+(v^(-2)+2+v^2)*z^4
11a_202,(2*v^(-2)-1-2*v^2+2*v^4)+(v^(-2)-4-2*v^2+2*v^4-v^6)*z^2+(-2+v^2+2*v^4-v^6)*z^4+(v^2+v^4)*z^6
11a_203,(3*v^4-3*v^6+2*v^8-v^10)+(7*v^4-10*v^6+10*v^8-3*v^10)*z^2+(5*v^4-12*v^6+9*v^8-v^10)*z^4+(v^4-6*v^6+2*v^8)*z^6+(-v^6)*z^8
11a_204,(v^2+v^4-2*v^6+2*v^8-v^10)+(2*v^2-2*v^6+4*v^8-v^10)*z^2+(v^2-2*v^4-2*v^6+2*v^8)*z^4+(-v^4-v^6)*z^6
11a_205,(v^(-6)-2*v^(-4)+v^(-2)+1)+(v^(-6)-4*v^(-4)+v^(-2)+3-2*v^2)*z^2+(-2*v^(-4)+2*v^(-2)+3-v^2)*z^4+(v^(-2)+1)*z^6
11a_206,(-3*v^(-10)+4*v^(-8)-v^(-6)+v^(-4))+(-4*v^(-10)+13*v^(-8)-7*v^(-6)+6*v^(-4))*z^2+(-v^(-10)+10*v^(-8)-11*v^(-6)+5*v^(-4))*z^4+(2*v^(-8)-6*v^(-6)+v^(-4))*z^6+(-v^(-6))*z^8
11a_207,(-2*v^(-10)+2*v^(-8)+v^(-4))+(-v^(-10)+5*v^(-8)+v^(-4)+2*v^(-2))*z^2+(2*v^(-8)-2*v^(-6)-2*v^(-4)+v^(-2))*z^4+(-v^(-6)-v^(-4))*z^6
11a_208,(-v^(-10)+v^(-6)+v^(-4))+(-v^(-10)+3*v^(-8)+2*v^(-6)+2*v^(-2))*z^2+(2*v^(-8)-v^(-6)-2*v^(-4)+v^(-2))*z^4+(-v^(-6)-v^(-4))*z^6
11a_209,(v^(-6)-v^(-4)+v^2)+(-3*v^(-4)+2*v^(-2)-2+v^2-v^4)*z^2+(3*v^(-2)-1+2*v^2)*z^4+(-1)*z^6
11a_210,(v^(-6)-v^(-4)-v^(-2)+2)+(-2*v^(-4)-v^(-2)+2-v^4)*z^2+(v^(-2)+2+v^2)*z^4
11a_211,(-v^(-10)+v^(-8)-v^(-6)+2*v^(-4))+(2*v^(-8)+2*v^(-4)+1)*z^2+(-v^(-6)-v^(-4)-v^(-2))*z^4
11a_212,(v^2+v^4-v^6)+(2*v^2+v^4-4*v^6+4*v^8-v^10)*z^2+(v^2-v^4-5*v^6+3*v^8)*z^4+(-v^4-2*v^6)*z^6
11a_213,(v^2+v^8-v^10)+(2*v^2+v^4-3*v^6+5*v^8-v^10)*z^2+(v^2-v^4-5*v^6+3*v^8)*z^4+(-v^4-2*v^6)*z^6
11a_214,(v^(-4)-2*v^2+2*v^4)+(-2*v^(-2)-1-2*v^2+v^4-v^6)*z^2+(1+v^2+v^4)*z^4
11a_215,(3*v^4-2*v^6)+(-2*v^2+10*v^4-7*v^6+2*v^8)*z^2+(-3*v^2+10*v^4-7*v^6+v^8)*z^4+(-v^2+5*v^4-2*v^6)*z^6+(v^4)*z^8
11a_216,(1-v^2+2*v^4-v^6)+(3-8*v^2+8*v^4-2*v^6)*z^2+(3-10*v^2+7*v^4-v^6)*z^4+(1-5*v^2+2*v^4)*z^6+(-v^2)*z^8
11a_217,(-3*v^(-6)+6*v^(-4)-3*v^(-2)+1)+(-3*v^(-6)+12*v^(-4)-9*v^(-2)+3)*z^2+(-v^(-6)+8*v^(-4)-10*v^(-2)+3)*z^4+(2*v^(-4)-5*v^(-2)+1)*z^6+(-v^(-2))*z^8
11a_218,(-v^(-8)+2*v^(-6)-v^(-4)+1)+(3*v^(-6)-3*v^(-4)+v^(-2)-1+v^2)*z^2+(-3*v^(-4)+v^(-2)-2)*z^4+(v^(-2))*z^6
11a_219,(-v^(-10)+v^(-6)+v^(-4))+(2*v^(-8)+2*v^(-6)+v^(-2)+1)*z^2+(-v^(-6)-2*v^(-4)-v^(-2))*z^4
11a_220,(2*v^2-2*v^4+v^6+v^8-v^10)+(3*v^2-3*v^4+4*v^8-v^10)*z^2+(v^2-3*v^4-2*v^6+2*v^8)*z^4+(-v^4-v^6)*z^6
11a_221,(-4*v^(-6)+8*v^(-4)-4*v^(-2)+1)+(-4*v^(-6)+16*v^(-4)-12*v^(-2)+4)*z^2+(-v^(-6)+10*v^(-4)-13*v^(-2)+4)*z^4+(2*v^(-4)-6*v^(-2)+1)*z^6+(-v^(-2))*z^8
11a_222,(-2*v^(-6)+3*v^(-4))+(-v^(-6)+5*v^(-4)-v^(-2)-1+v^2)*z^2+(2*v^(-4)-2*v^(-2)-2+v^2)*z^4+(-v^(-2)-1)*z^6
11a_223,(4*v^4-5*v^6+3*v^8-v^10)+(8*v^4-13*v^6+11*v^8-3*v^10)*z^2+(5*v^4-13*v^6+9*v^8-v^10)*z^4+(v^4-6*v^6+2*v^8)*z^6+(-v^6)*z^8
11a_224,(2*v^2-v^4-v^6+2*v^8-v^10)+(3*v^2-3*v^4-v^6+4*v^8-v^10)*z^2+(v^2-3*v^4-2*v^6+2*v^8)*z^4+(-v^4-v^6)*z^6
11a_225,(-2*v^(-8)+3*v^(-6)-v^(-2)+1)+(-v^(-8)+6*v^(-6)-v^(-4)-4*v^(-2)+3)*z^2+(2*v^(-6)-3*v^(-4)-4*v^(-2)+1)*z^4+(-v^(-4)-v^(-2))*z^6
11a_226,(-v^(-8)+v^(-6)+v^(-4)-v^(-2)+1)+(2*v^(-6)+v^(-4)-2*v^(-2)+v^2)*z^2+(-v^(-4)-2*v^(-2)-1)*z^4
11a_227,(v^6+4*v^8-5*v^10+v^12)+(3*v^6+12*v^8-6*v^10-v^12)*z^2+(3*v^6+11*v^8-v^12)*z^4+(v^6+3*v^8+v^10)*z^6
11a_228,(v^(-6)-2*v^(-4)+v^(-2)+1)+(-3*v^(-4)+3*v^(-2)-1+v^2-v^4)*z^2+(3*v^(-2)-1+2*v^2)*z^4+(-1)*z^6
11a_229,(1-v^4+v^6+v^8-v^10)+(1-2*v^4+v^6+2*v^8)*z^2+(-v^2-2*v^4-v^6)*z^4
11a_230,(1-v^6+2*v^8-v^10)+(1-v^2-v^6+2*v^8)*z^2+(-v^2-v^4-v^6)*z^4
11a_231,(3*v^(-4)-10*v^(-2)+12-4*v^2)+(6*v^(-4)-19*v^(-2)+18-4*v^2)*z^2+(4*v^(-4)-15*v^(-2)+10-v^2)*z^4+(v^(-4)-6*v^(-2)+2)*z^6+(-v^(-2))*z^8
11a_232,(2*v^(-4)-5*v^(-2)+5-v^2)+(6*v^(-4)-16*v^(-2)+11-2*v^2)*z^2+(4*v^(-4)-15*v^(-2)+8-v^2)*z^4+(v^(-4)-6*v^(-2)+2)*z^6+(-v^(-2))*z^8
11a_233,(-v^(-2)+3-v^2)+(-4*v^(-2)+10-6*v^2+v^4)*z^2+(-3*v^(-2)+11-6*v^2+v^4)*z^4+(-v^(-2)+5-2*v^2)*z^6+(1)*z^8
11a_234,(4*v^8-2*v^10-v^12)+(14*v^8+3*v^10-6*v^12)*z^2+(16*v^8+10*v^10-5*v^12)*z^4+(7*v^8+6*v^10-v^12)*z^6+(v^8+v^10)*z^8
11a_235,(v^6+2*v^8-v^10-v^12)+(4*v^6+8*v^8+v^10-3*v^12)*z^2+(4*v^6+8*v^8+3*v^10-v^12)*z^4+(v^6+2*v^8+v^10)*z^6
11a_236,(2*v^6-v^12)+(5*v^6+6*v^8-2*v^12)*z^2+(4*v^6+7*v^8+2*v^10-v^12)*z^4+(v^6+2*v^8+v^10)*z^6
11a_237,(2*v^6-v^12)+(v^4+5*v^6+4*v^8-v^12)*z^2+(v^4+3*v^6+3*v^8+v^10)*z^4
11a_238,(v^4+v^8-v^12)+(2*v^4+3*v^6+3*v^8+v^10-v^12)*z^2+(v^4+2*v^6+2*v^8+v^10)*z^4
11a_239,(2*v^2-v^4)+(1-2*v^2+3*v^4-v^6)*z^2+(2-6*v^2+5*v^4-v^6)*z^4+(1-4*v^2+2*v^4)*z^6+(-v^2)*z^8
11a_240,(6*v^8-6*v^10+v^12)+(17*v^8-5*v^10-3*v^12)*z^2+(17*v^8+5*v^10-4*v^12)*z^4+(7*v^8+5*v^10-v^12)*z^6+(v^8+v^10)*z^8
11a_241,(2*v^6+v^8-2*v^10)+(5*v^6+6*v^8-v^10-2*v^12)*z^2+(4*v^6+7*v^8+2*v^10-v^12)*z^4+(v^6+2*v^8+v^10)*z^6
11a_242,(3*v^6-2*v^8+v^10-v^12)+(7*v^6+4*v^10-3*v^12)*z^2+(5*v^6+3*v^8+4*v^10-v^12)*z^4+(v^6+v^8+v^10)*z^6
11a_243,(v^4+v^6-v^8+v^10-v^12)+(2*v^4+3*v^6+2*v^8+v^10-v^12)*z^2+(v^4+2*v^6+2*v^8+v^10)*z^4
11a_244,(v^6+3*v^8-3*v^10)+(3*v^6+12*v^8-5*v^10-v^12)*z^2+(3*v^6+11*v^8-v^12)*z^4+(v^6+3*v^8+v^10)*z^6
11a_245,(4*v^6-4*v^8+2*v^10-v^12)+(8*v^6-2*v^8+3*v^10-2*v^12)*z^2+(5*v^6+2*v^8+3*v^10-v^12)*z^4+(v^6+v^8+v^10)*z^6
11a_246,(2*v^4-v^6+v^10-v^12)+(3*v^4+v^6+v^8+2*v^10-v^12)*z^2+(v^4+v^6+v^8+v^10)*z^4
11a_247,(v^2+v^10-v^12)+(v^2+v^4+v^6+v^8+v^10)*z^2
11a_248,(1)+(-v^(-6)+5*v^(-4)-7*v^(-2)+3)*z^2+(-v^(-6)+6*v^(-4)-10*v^(-2)+3)*z^4+(2*v^(-4)-5*v^(-2)+1)*z^6+(-v^(-2))*z^8
11a_249,(v^(-4)-2*v^(-2)+2)+(-v^(-6)+3*v^(-4)-3*v^(-2)-1+v^2)*z^2+(2*v^(-4)-2*v^(-2)-2+v^2)*z^4+(-v^(-2)-1)*z^6
11a_250,(4-8*v^2+7*v^4-2*v^6)+(4-16*v^2+16*v^4-5*v^6)*z^2+(1-10*v^2+14*v^4-4*v^6)*z^4+(-2*v^2+6*v^4-v^6)*z^6+(v^4)*z^8
11a_251,(2*v^(-4)-5*v^(-2)+5-v^2)+(3*v^(-4)-11*v^(-2)+10-3*v^2)*z^2+(v^(-4)-8*v^(-2)+10-3*v^2)*z^4+(-2*v^(-2)+5-v^2)*z^6+(1)*z^8
11a_252,(-2*v^(-2)+6-4*v^2+v^4)+(-3*v^(-2)+11-10*v^2+3*v^4)*z^2+(-v^(-2)+8-10*v^2+3*v^4)*z^4+(2-5*v^2+v^4)*z^6+(-v^2)*z^8
11a_253,(2*v^(-4)-5*v^(-2)+5-v^2)+(3*v^(-4)-11*v^(-2)+10-3*v^2)*z^2+(v^(-4)-8*v^(-2)+10-3*v^2)*z^4+(-2*v^(-2)+5-v^2)*z^6+(1)*z^8
11a_254,(-2*v^(-2)+6-4*v^2+v^4)+(-3*v^(-2)+11-10*v^2+3*v^4)*z^2+(-v^(-2)+8-10*v^2+3*v^4)*z^4+(2-5*v^2+v^4)*z^6+(-v^2)*z^8
11a_255,(-v^(-6)+3*v^(-4)-3*v^(-2)+2)+(-2*v^(-6)+8*v^(-4)-9*v^(-2)+3)*z^2+(-v^(-6)+7*v^(-4)-10*v^(-2)+3)*z^4+(2*v^(-4)-5*v^(-2)+1)*z^6+(-v^(-2))*z^8
11a_256,(v^(-2)-1+v^2)+(-v^(-6)+2*v^(-4)-3+v^2)*z^2+(2*v^(-4)-v^(-2)-2+v^2)*z^4+(-v^(-2)-1)*z^6
